timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
7442,0.0278,-0.0249,1.2051,-0.1908,-1.8168,3.313
7462,0.0225,-0.0242,1.2441,-0.5954,-1.7786,3.626
7482,0.0339,-0.0244,1.2329,-0.4885,-1.8779,3.7023
7502,0.0229,-0.0195,1.2253,-0.3817,-1.626,3.5878
7522,0.0266,-0.0195,1.2346,-0.7405,-1.313,3.2519
7542,0.031,-0.0117,1.2168,-0.2137,-1.7634,3.4275
7562,0.0261,-0.0188,1.2473,-0.6031,-2.2748,3.5115
7582,0.0188,-0.019,1.2266,-0.5573,-2.0687,3.3664
7602,0.022,-0.0146,1.2383,-0.6031,-1.5573,3.6031
7622,0.0137,-0.0127,1.241,-0.2672,-1.4275,3.4275
7642,0.0127,-0.0081,1.2568,-0.3969,-1.7252,3.4885
7662,0.0193,-0.0061,1.2483,-0.4504,-2.0076,3.1679
7682,0.011,-0.0059,1.2546,-0.9924,-1.687,3.4504
7702,0.012,-0.009,1.2263,-0.4809,-1.1832,3.313
7722,0.0129,-0.0127,1.2407,-0.4275,-1.6565,3.542
7742,0.0051,-0.0068,1.2407,-0.8321,-1.7023,3.4427
7762,0.0034,-0.0063,1.2324,-0.6336,-1.6183,3.4656
7782,0.012,-0.0083,1.2454,-0.5496,-1.5191,3.5115
7802,0.0107,-0.0044,1.241,-0.6641,-1.6336,3.4122
7822,0.0159,-0.0137,1.2192,-0.4198,-1.5344,3.4046
7842,0.0193,-0.0183,1.2095,-0.3359,-1.6565,3.4046
7862,0.0156,-0.021,1.2361,-0.6565,-2,3.4504
7882,0.0078,-0.0205,1.2058,-0.4733,-1.8015,3.7557
7902,0.0159,-0.0107,1.2354,-0.8931,-2.0992,3.6031
7922,0.01,-0.0137,1.241,-0.8626,-2.0382,3.4046
7942,0.0212,-0.0205,1.2292,-0.7634,-2.2824,3.374
7962,0.0205,-0.0125,1.2339,-1.0076,-2.4122,3.3664
7982,0.0215,-0.0166,1.2258,-0.7405,-2.2214,3.6183
8002,0.0247,-0.0217,1.2317,-0.916,-2.0687,3.2901
8022,0.0154,-0.0173,1.2546,-0.8626,-2.1756,3.2366
