timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
2601,-0.1389,-0.0925,1.2673,0.8397,19.0076,5.0763
2621,-0.033,-0.0186,1.2354,2.1908,41.1679,17.458
2641,-0.1199,-0.0149,1.2224,16.9313,33.1679,8.7328
2661,-0.1428,0.0728,1.2234,31.5649,19.1527,-1.8473
2681,-0.1208,0.021,1.2419,32.3359,27.9542,-4.0076
2701,-0.1431,0.0723,1.1997,43.7328,16.2672,-13.2137
2721,-0.0479,0.052,1.2625,53.2366,-11.626,-12.1985
2741,0.0657,0.0776,1.2537,46.8168,-0.1603,1.4046
2761,-0.1277,0.1284,1.3291,22.9847,30.687,27.9695
2781,-0.3167,0.0193,1.4744,-13.8702,38.4427,17.7328
2801,-0.2585,0.0244,1.3965,-34.084,7.5496,2.5573
2821,-0.2039,-0.0403,1.2212,-26.0992,-7.5802,-4.9771
2841,-0.1555,-0.0044,1.2725,-20.4122,12.9084,-12.9847
2861,-0.2358,0.0269,1.3467,-36.9237,26.4122,-3.2748
2881,-0.2764,-0.0183,1.313,-48.0687,29.2748,1.0534
2901,-0.2998,-0.0586,1.3857,-39.4198,2.3053,-6.5573
2921,-0.3523,-0.1489,1.3259,-34.4198,-28,-14.2824
2941,-0.3667,-0.1062,1.2571,-44.458,-13.4962,-40.2595
2961,-0.3303,-0.144,1.2117,-42.4275,-8.1069,-54.0305
2981,-0.2615,-0.1038,1.2153,-26.5649,-24.145,-55.145
3001,-0.29,-0.1238,1.196,-24.0229,-23.8855,-41.1985
3021,-0.2581,-0.1938,1.1655,-13.7099,-35.2519,-49.1374
3041,-0.1646,-0.1682,1.1086,-2.3893,-36.374,-57.4733
3061,-0.1694,-0.2224,1.158,5.8626,-31.2595,-59.855
3081,-0.1414,-0.1506,1.1858,3.0992,-29.6947,-64.4885
3101,-0.1089,-0.1443,1.0811,-8.4809,-16.5802,-58.6183
3121,-0.0967,-0.1768,1.0015,3.8473,-21.1832,-62
3141,-0.071,-0.1997,1.0459,27.0916,-29.4733,-65.542
3161,0.0222,-0.1211,1.1377,24.1221,-15.8779,-64.5496
3181,-0.0281,-0.1069,1.0598,7.1145,-2.8168,-60.9924
3201,-0.052,-0.1123,0.9658,10.1908,11.0153,-69.2748
3221,-0.0029,-0.0789,1.1157,22.7176,9.1298,-68.5115
3241,0.0771,0.0095,1.1228,20.7557,1.9542,-68.6489
3261,0.1177,0.0154,1.0823,25.2901,-9.5191,-70.4198
3281,0.1707,0.0195,1.1602,33.8015,-6.4733,-55.7176
3301,0.0713,0.0271,1.2454,30.0916,-14.5267,-55.6031
3321,0.032,0.0159,1.2729,5.5344,4.542,-49.1069
3341,0.0996,0.0227,1.2686,-18.2137,14.145,-47.374
3361,0.1467,0.0657,1.1565,-34.4962,32.7557,-30.8779
3381,0.1123,0.0425,1.1746,-29.8168,27.0763,-26.4886
3401,0.1479,0.0586,1.1892,-32.1832,24.0153,-14.2061
3421,0.219,0.064,1.2405,-51.5344,42,6.8779
3441,0.3206,0.1899,1.1968,-67.9084,32.6489,38.6412
3461,0.0278,0.1357,0.9939,-48.1374,16.4809,73.4504
3481,-0.407,-0.1316,0.9893,-10.3588,8.3359,45.9466
3501,-0.1965,0.0447,1.0752,16.7099,-14.4656,7
3521,-0.1365,-0.0164,1.1375,29.2901,-26.0153,-6.4504
3541,0.2607,0.3132,1.23,9.8168,-21.6183,14.7252
3561,-0.1882,-0.0437,1.1267,35.0687,7.1832,34.9542
3581,-0.1038,0.0625,1.45,34.0458,7.0916,5.3664
3601,0.0537,0.1006,1.5315,12.1832,3.3206,13.0687
3621,0.0488,0.1304,1.3274,2.6183,-9.9695,20.5496
3641,0.0134,0.1013,1.2407,32.4962,-46.0076,21.1679
3661,-0.0278,-0.0122,1.3438,54.771,-40.4122,23.771
3681,-0.0085,0.0344,1.5725,23.4962,-6.0611,26.7786
3701,-0.1343,0.0291,1.4404,-8.0458,-5.0305,14.9618
3721,-0.0981,0.0063,1.1001,5.0611,-16.8244,8.5038
3741,0.0305,0.0583,1.1628,44.687,-33.855,10.0305
3761,-0.0159,-0.0037,1.3071,51.5573,-24.3664,24.0458
3781,-0.0098,0.0381,1.3447,30.5802,-19.9542,21.2672
3801,-0.0493,0.0122,1.2234,13.9771,1.5115,21.0229
3821,-0.0535,-0.0142,1.261,13.2366,11.0153,17.6183
3841,-0.0859,0.0303,1.2319,7.4962,-9.2366,8.6947
3861,0.0674,0.0444,1.1997,26.1603,-44.2595,8.2672
3881,0.1233,-0.022,1.2852,37.0153,-26.0076,25.6336
3901,-0.0793,0.0242,1.436,-11.1069,8.0076,20.3282
3921,-0.1165,0.0398,1.208,-40.7481,26.0458,9.4733
3941,-0.2202,-0.0532,1.0735,-29.2443,30.3588,-5.8015
3961,0.1687,0.1221,1.209,5.5954,-17.7939,-11.8321
3981,0.2625,0.1934,1.1724,16.855,-30.9008,15.6947
4001,-0.0098,0.0664,1.2434,16.2137,-26.687,13.5649
4021,-0.2175,-0.0117,1.1978,9.145,-20.2443,-13.0687
4041,0.0215,0.0325,1.239,4.9389,5.1756,-20.0153
4061,0.2573,0.1699,1.2542,-0.2595,4.6565,-4.084
4081,0.0469,0.0862,1.1704,2.1221,-5.5802,12.2595
4101,-0.1953,-0.0537,1.1145,24.0534,-27.2977,-2.626
4121,-0.2373,-0.0369,1.1055,50.7176,-36.5802,-34.3282
4141,0.3784,0.0125,0.7634,-45.5725,-6.6489,-23.1679
4161,0.2869,0.1252,1.1863,-17.9313,-5.8092,-9.3053
4181,-0.0601,0.0725,1.2637,-22.229,-1.5496,-8.1221
4201,-0.0166,0.0144,1.209,-32.5878,-14.1985,-40.1679
4221,0.0032,-0.0127,1.2407,-30.7481,0.2672,-54.2061
4241,0.1504,0.1653,1.2383,-40.9008,7.9389,-40.458
4261,0.0444,0.0098,1.2136,-48.8244,19.8244,-14.145
4281,0.0432,-0.1147,1.2366,-11.3969,57.145,2.4733
4301,-0.002,0.0088,1.2234,-7.9542,12.6565,2.6183
4321,-0.0061,-0.0227,1.2085,1.2061,-3.6641,3.3893
4341,-0.0012,-0.0073,1.2483,2.9695,-9.1221,3.6031
4361,0.0159,-0.0007,1.2292,0.3969,-5.4427,3.084
4381,0.0222,-0.001,1.2195,-0.687,-1.4351,3.2519
4401,-0.031,0.0239,1.2412,-5.0153,9.0305,0.8626
4421,-0.0825,-0.0061,1.2336,-0.3282,-1.2061,-7.6718
4441,-0.0042,-0.0076,1.2119,1.3053,-2.4733,-11.4275
4461,0.0281,-0.0188,1.2253,0.2443,-1.9542,-9.084
4481,0.0117,-0.0066,1.2114,0.0687,-2.0305,-5.687
4501,-0.0295,-0.0208,1.2341,-0.1374,-2.145,-8.9771
4521,-0.0269,-0.0144,1.2505,0.7099,-1.4427,-20.6489
4541,0.0325,0.0081,1.2507,0.8168,-1.7023,-21.4733
4561,0.0461,0.0403,1.2476,0.771,-2.3588,-9
4581,0.0273,-0.0051,1.21,-0.1603,-0.7634,-0.6336
4601,0.0066,-0.012,1.2495,-0.8473,-2.0687,1.9924
4621,0.0029,0.0022,1.2522,-0.8473,-1.626,3.3359
4641,0.0056,-0.0037,1.238,-1.0229,-1.3893,3.4046
4661,0.011,-0.0071,1.2312,-0.7863,-1.5954,3.2595
4681,0.0125,-0.0056,1.2183,-0.374,-1.3359,3.4656
4701,0.0144,-0.0149,1.2163,-0.3511,-1.7405,3.3817
4721,0.0027,-0.0085,1.2397,-0.5267,-2.3817,3.4046
,0.0183,-0.0059,1.2212,-0.9313,-1.4275,3.1756
5002,-0.0754,0.0039,1.334,3.0076,-16.3893,3.9771
5022,-0.1282,-0.0557,1.2644,33.0076,-85.2366,6.8397
5042,0.0366,0.1753,0.8633,-18.8626,-74.2595,-0.9618
5062,0.3933,0.0508,0.3853,3.3969,121.374,-35.8855
5082,0.0029,0.0386,0.2505,-29.2901,21.9618,-14.7634
5102,0.0181,0.259,1.9999,-10.916,-23.5038,-16.3664
5122,0.0635,0.0603,1.3201,6.7786,-17.2519,1.2366
5142,-0.0884,-0.0369,1.3528,-19.8168,32.626,1.8779
5162,0.0051,-0.011,1.3025,-1.9924,-3.9008,4.2137
5182,0.0137,-0.0171,1.21,1.542,-1.9618,3.3817
5202,0.0093,0.0066,1.2764,-1.0687,-0.1832,3.4504
5222,0.0115,-0.0042,1.2385,0.2748,-2.5267,3.4122
5242,0.0095,-0.02,1.2168,1.1908,-3.313,3.6947
5262,0.0083,-0.0134,1.219,-0.9466,-1.4504,3.687
5282,0,-0.0085,1.248,-1.0305,-1.771,3.626
5302,0.0151,-0.0081,1.2241,-0.1985,-2.6031,3.5496
5322,0.0117,-0.0125,1.2368,-0.229,-1.9389,3.4809
5342,0.0112,-0.0005,1.2351,-0.6641,-2.2519,3.4885
5362,0.0083,-0.0063,1.2473,-0.7634,-2.771,3.3206
5382,0.0103,-0.0007,1.2429,-0.1145,-2.1298,3.3817
5402,0.0044,-0.0078,1.2388,-0.3359,-2.374,3.5191
5422,0.0146,-0.0017,1.2251,-0.4504,-2.0992,3.4809
5442,0.0203,-0.0081,1.2136,-0.5344,-2.3282,3.4656
5462,0.0049,-0.0037,1.2263,-0.5954,-1.9237,3.4122
5482,0.0095,0.0002,1.2205,-0.6489,-2.229,3.3359
5502,0.0015,0.0056,1.2473,-1.2366,-1.9008,3.2672
5522,-0.0066,0.0103,1.2703,-0.9466,-2.1985,3.6718
5542,-0.011,0.0037,1.2429,-0.9389,-1.5878,3.6183
5562,-0.0071,-0.0088,1.2256,-0.4046,-1.8397,3.5954
5582,-0.0061,-0.0017,1.2141,-0.9695,-1.1374,3.3359
5602,-0.0005,0.0024,1.2329,-0.6489,-1.2977,3.5344
5622,0.0068,-0.0034,1.2161,-0.4962,-1.0763,3.4275
5642,0.0034,-0.0005,1.2129,-0.8397,-0.916,3.5115
5662,0.0027,-0.0049,1.2205,-0.4809,-0.8397,3.6794
5682,0.0125,-0.0049,1.2275,-0.374,-1.1679,3.5496
5702,0.0117,-0.0022,1.229,-0.6107,-0.9237,3.4504
5722,0.0071,-0.0061,1.2202,-0.542,-0.9466,3.458
5742,0.0134,0.0017,1.2241,-0.5802,-1.2824,3.6489
5762,0.0168,-0.0029,1.2297,-0.6336,-1.5878,3.4275
5782,0.0208,-0.0042,1.2222,-0.313,-1.4122,3.4046
5802,0.0217,-0.009,1.2085,-0.3206,-1.0992,3.5725
5822,0.0264,-0.011,1.2197,-0.8168,-2.0153,3.5267
5842,0.0083,-0.0093,1.2424,-0.7328,-2.0305,3.3435
5862,0.0115,-0.0063,1.229,-0.8397,-2.2977,3.4656
5882,0.0139,0.0017,1.2427,-0.8244,-2.7939,3.7252
5902,0.0146,0.0051,1.2395,-1.0458,-2.1374,3.4275
5922,0.0063,0,1.2439,-0.9771,-2.1527,3.458
5942,-0.0066,-0.0037,1.2634,-0.916,-2.2672,3.4885
5962,-0.0083,-0.0068,1.2634,-0.626,-2.3282,3.4198
5982,-0.0095,-0.0076,1.2561,-0.7328,-1.855,3.3664
6002,0.0032,-0.0015,1.2471,-1.2137,-1.1832,3.4351
6022,-0.0007,-0.0034,1.2415,-0.9313,-1.5267,3.4122
6042,-0.002,-0.0042,1.2361,-0.7328,-1.8244,3.4275
6062,0.0103,-0.001,1.2229,-0.9847,-1.5954,3.4809
6082,-0.0037,0.0034,1.2468,-0.7023,-1.1679,3.2443
6102,0.0042,-0.0142,1.2278,-0.6718,-0.5496,3.3893
6122,-0.0029,-0.01,1.2366,-0.5191,-1.2977,3.4962
6142,-0.0049,-0.0112,1.2266,-0.5267,-1.4351,3.3359
6162,0.0176,0.0061,1.2283,-0.7786,-0.8092,3.5038
6182,0.0085,-0.012,1.2075,-0.1832,-1.3206,3.5038
6202,0.0085,-0.0078,1.2241,-0.1145,-0.8397,3.5878
6222,0.0208,-0.0042,1.1926,-0.2137,-0.5191,3.4122
6242,0.02,-0.0127,1.2107,0.0458,-1.6794,3.4656
6262,0.0168,-0.0061,1.2078,-0.5725,-1.8931,3.4733
6282,0.0127,-0.0098,1.2175,-0.4733,-1.9695,3.4962
6302,0.0217,-0.0042,1.2134,-0.7328,-1.2748,3.3511
6322,0.0129,0.002,1.2244,-0.3969,-2.5038,3.3817
6342,-0.0037,-0.0042,1.2322,-0.4733,-2.4733,3.3893
6362,-0.0046,-0.001,1.2407,-0.5573,-1.8702,3.4046
6382,-0.0029,-0.0029,1.2334,-0.6565,-0.9924,3.4046
6402,0.0059,0,1.2319,-0.5954,-1.3359,3.2214
6422,-0.0044,-0.0005,1.2405,-0.6947,-2.458,3.5038
6442,-0.0071,0.0017,1.2522,-0.7863,-2.3206,2.9008
6462,-0.0046,0.0042,1.2527,-0.9466,-1.6947,3.1985
6482,-0.0059,-0.0022,1.239,-0.8397,-1.1527,3.3282
6502,0.0017,-0.0046,1.2446,-0.8931,-1.8855,3.2595
6522,-0.0166,-0.0078,1.2476,-0.687,-1.5802,3.3206
6542,-0.0017,0.0061,1.2561,-1.0763,-1.3588,3.3053
6562,-0.01,-0.002,1.2542,-0.7176,-2.2137,3.4885
6582,-0.0081,-0.0024,1.2488,-0.5649,-1.0611,3.374
6602,0.0112,0.0002,1.2397,-0.6489,-1.3435,3.3435
6622,0.0015,-0.0044,1.2395,-0.3053,-1.8626,3.5344
6642,0.009,-0.009,1.2236,-0.5115,-0.8168,3.542
6662,0.0181,-0.0056,1.2109,-0.374,-1.4275,3.5115
6682,0.0166,-0.0015,1.2256,-0.3588,-1.8092,3.3053
6702,0.0208,-0.0068,1.2246,-0.4962,-1.0687,3.5191
6722,0.0166,-0.0012,1.2048,-0.458,-2.4275,3.6336
6742,0.0225,-0.0032,1.2261,-0.5115,-2.855,3.4198
6762,0.0132,0,1.2388,-0.855,-2.1221,3.3511
6782,0.0149,-0.0044,1.2297,-0.5115,-2.3511,3.3206
6802,0.0046,-0.0022,1.2324,-0.2519,-3.3359,3.4275
6822,-0.0027,-0.0039,1.2375,-0.542,-2.7557,3.3435
6842,0.0103,-0.0039,1.2253,-0.771,-2.1145,3.374
6862,0.0188,-0.0012,1.2087,-0.771,-1.5573,3.4656
6882,0.0173,0.001,1.2285,-0.8473,-2.3969,3.1985
6902,-0.0098,-0.0112,1.2295,-0.542,-2.5725,3.4351
6922,-0.0042,0.0044,1.2468,-0.5267,-1.7023,3.2901
6942,0.0044,0.0017,1.2419,-0.9084,-2.1603,3.4046
6962,-0.0139,0.0002,1.248,-0.6641,-2.8779,3.4427
6982,-0.0217,0.0032,1.2563,-0.9771,-2.4275,3.3282
7002,-0.01,0,1.2488,-0.8168,-1.084,3.4198
7022,-0.0005,-0.0034,1.23,-0.687,-1.855,3.3969
7042,-0.0103,-0.0063,1.2476,-0.6718,-1.9389,3.5649
7062,-0.0083,0,1.239,-1.1679,-1.2137,3.4275
7082,0.0105,-0.0061,1.2175,-0.4427,-0.5115,3.4962
7102,0.0139,0.0005,1.2153,-0.2519,-0.7557,3.5878
7122,0.0198,-0.0103,1.218,-0.2824,-0.8015,3.3359
7142,0.0122,-0.0056,1.2344,-0.5649,-0.8779,3.3359
7162,0.0259,-0.0056,1.2078,-0.6718,-1.229,3.4198
7182,0.0159,-0.0068,1.2202,-0.3664,-2.1603,3.1298
7202,0.0164,-0.002,1.2153,-0.8168,-1.7481,3.2824
7222,-0.0029,0.0029,1.2654,-0.6107,-2.1603,3.313
7242,0.0234,-0.0024,1.2036,-0.313,-0.7939,3.1832
7262,-0.0022,-0.0051,1.2498,-0.3817,-2.4427,3.4046
7282,0.0139,-0.0105,1.2188,-1.0763,-2.6107,3.3969
7302,0.0193,-0.0139,1.217,-0.7863,-1.7023,3.2366
